model,MAE,RMSE,MASE,Bias
feature_model,35.3838686883553,62.03269394611325,0.6623243556056668,-2.372628995508459
sarimax,36.25453501161881,64.73598723415866,0.6786217117987402,-6.325350808423541
feature_model_all_features,40.70850122719543,64.46875674549456,0.7619921970784352,7.5873135174735005
seasonal_naive_weekly,43.45734126984127,81.40888006825948,0.8134456920578473,-13.159722222222223
seasonal_naive_daily,48.30853174603175,85.56471876821426,0.9042515232223918,1.750992063492064
mean,50.25809156123767,74.938304240935,0.9407438853124056,-3.286761541802698
naive,85.55059523809524,110.38970919802894,1.6013580471317992,50.97718253968254
